,track_id,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,upload_time
38,0tLXkjxahQsnZkKP2GXXf6,0.586,0.431,1,0.0465,0.398,0.0,0.292,0.405,84.412,1,2023-11-05 22:32:55.023995
39,3cHYqc8Wc2SNWjzxy2A1FS,0.75,0.666,0,0.136,0.436,0.0,0.0947,0.645,93.043,11,2023-11-05 22:32:55.023995
40,7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,1,0.032,0.43,0.0,0.184,0.8,129.991,7,2023-11-05 22:32:55.023995
41,0zY2rypOdM8xmsf4tUyafF,0.725,0.743,0,0.148,0.256,0.0,0.0934,0.542,87.979,10,2023-11-05 22:32:55.023995
42,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,9,2023-11-05 22:32:55.023995
43,4aEOz6ZpXh3wF4FOdJHOPV,0.826,0.881,1,0.0974,0.191,2.7e-05,0.347,0.737,93.997,8,2023-11-05 22:32:55.023995
44,3NhstUmrlhaN1M6hP8zMbb,0.866,0.63,0,0.0616,0.504,0.000505,0.328,0.359,117.924,10,2023-11-05 22:32:55.023995
45,3JvKfv6T31zO0ini8iNItO,0.445,0.537,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,2023-11-05 22:32:55.023995
46,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,0.0319,0.751,0.0,0.105,0.446,109.891,1,2023-11-05 22:32:55.023995
47,5CVMsPYtSJ3l7UxYiI2lt7,0.536,0.599,0,0.146,0.592,0.0,0.124,0.558,93.625,5,2023-11-05 22:32:55.023995
48,3TYOH7ta0101NYssoH5GlU,0.822,0.487,1,0.223,0.385,6.55e-05,0.115,0.193,134.046,1,2023-11-05 22:32:55.023995
49,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,0,0.0584,0.00958,0.0,0.209,0.4,105.143,3,2023-11-05 22:32:55.023995
50,6KL3mzK9SdRCT93pPgVvHu,0.53,0.537,0,0.559,0.3,0.0,0.0892,0.678,172.185,3,2023-11-05 22:32:55.023995
51,1fTBr87WdB5OBBpVovXQOz,0.693,0.592,1,0.384,0.0665,0.0,0.398,0.688,177.973,1,2023-11-05 22:32:55.023995
52,6tcdlfcRP08NFleBmSArlZ,0.75,0.902,0,0.0372,0.000829,0.35,0.102,0.488,128.012,11,2023-11-05 22:32:55.023995
53,3Oylj0SZiK5tpFn5BXYEpZ,0.471,0.778,1,0.0289,0.223,1.84e-05,0.428,0.52,93.969,11,2023-11-05 22:32:55.023995
54,7HrgGbnNKZKhBL70aFKpXk,0.78,0.63,1,0.105,0.307,0.0,0.18,0.789,87.999,9,2023-11-05 22:32:55.023995
55,1ckhUtD8nBH2ShPlU8w2nU,0.602,0.676,1,0.0527,0.00624,0.826,0.0635,0.716,160.021,2,2023-11-05 22:32:55.023995
56,7yIIeKUxTpn36X6CFJhgEi,0.795,0.678,0,0.0586,0.0398,0.35,0.072,0.788,101.032,11,2023-11-05 22:32:55.023995
57,5hXCTV8OCsNak8OVry7yzM,0.589,0.783,0,0.0564,0.416,1.95e-06,0.0955,0.576,90.042,7,2023-11-05 22:32:55.023995
58,4wQmwPWCUn6gi11Gep2qsP,0.969,0.707,1,0.258,0.00822,0.0,0.314,0.421,124.991,1,2023-11-05 22:32:55.023995
59,3cDyocF0Ibdfs1SFQk5cLZ,0.822,0.711,1,0.0668,0.179,1.46e-05,0.083,0.934,102.984,6,2023-11-05 22:32:55.023995
60,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,1,0.0321,0.868,0.135,0.158,0.121,113.95,9,2023-11-05 22:32:55.023995
61,3lev2QW3nUHNuxrVstVEGj,0.731,0.751,1,0.216,0.158,0.000353,0.113,0.927,195.993,8,2023-11-05 22:32:55.023995
62,5O9IqFNUVtjRlDpdKex3YH,0.781,0.573,0,0.107,0.373,0.0,0.117,0.516,89.911,7,2023-11-05 22:32:55.023995
63,3mhsDyQpX2L8sJMdWUHOi3,0.567,0.508,1,0.0502,0.767,0.0,0.145,0.647,167.63,7,2023-11-05 22:32:55.023995
64,0UwWCien5ERmUokAguOFRz,0.843,0.886,1,0.0665,0.0607,6e-05,0.202,0.35,99.98,7,2023-11-05 22:32:55.023995
65,5Eh1nj7IjV9lwpcKAkidyY,0.629,0.654,0,0.0584,0.0878,0.00655,0.22,0.799,93.034,11,2023-11-05 22:32:55.023995
66,6hwGwCfCwHoSJQw7AYPEQu,0.844,0.598,0,0.0616,0.00362,0.00214,0.0869,0.393,98.022,8,2023-11-05 22:32:55.023995
67,3gpgMfFAQDkVgcY1u76Ccx,0.649,0.835,1,0.0307,0.107,0.0,0.221,0.525,120.068,0,2023-11-05 22:32:55.023995
68,14KtXeDEoJQVtG0d1zQKXJ,0.816,0.581,1,0.0868,0.352,1.3e-05,0.0656,0.641,99.974,0,2023-11-05 22:32:55.023995
69,0iVcmJx7r74F7mTf7M6s0v,0.844,0.68,1,0.0644,0.291,0.0,0.553,0.619,100.109,2,2023-11-05 22:32:55.023995
70,7aPsseax6rNFyipHn9A5CR,0.753,0.77,1,0.0341,0.0966,0.0,0.279,0.971,149.144,7,2023-11-05 22:32:55.023995
71,7D3utx5iGzWk8QpHFi6Meb,0.646,0.611,0,0.293,0.564,4.12e-05,0.11,0.459,80.045,11,2023-11-05 22:32:55.023995
72,17phhZDn6oGtzMe56NuWvj,0.561,0.604,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,9,2023-11-05 22:32:55.023995
73,44fsHeGMWo6WgucLYeyONa,0.602,0.75,1,0.0451,0.27,1.61e-06,0.102,0.579,95.981,7,2023-11-05 22:32:55.023995
74,0xxZY5C9xxij3D1HkzbnfC,0.541,0.504,0,0.457,0.375,0.0,0.421,0.707,68.482,11,2023-11-05 22:32:55.023995
75,42ONWVMZm7I4ioYLYEO712,0.65,0.668,1,0.104,0.127,0.0,0.118,0.926,97.64,11,2023-11-05 22:32:55.023995
76,3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,1,0.0291,0.0163,0.22,0.112,0.226,79.759,11,2023-11-05 22:32:55.023995
77,2Dp5Rqruog8SR6x7UtlIpY,0.739,0.913,1,0.0413,0.00311,2.61e-05,0.0839,0.307,154.982,0,2023-11-05 22:32:55.023995
78,3rUGC1vUpkDG9CZFHMur1t,0.75,0.733,0,0.0319,0.256,0.0,0.114,0.844,111.018,6,2023-11-05 22:32:55.023995
79,7spAR93xvPOfkxIeTGbpPf,0.839,0.565,0,0.0492,0.48,4.77e-05,0.146,0.57,99.98,11,2023-11-05 22:32:55.023995
80,3M1r9ilL53PLcrLdIuyZ4J,0.652,0.818,0,0.0275,0.00249,0.297,0.201,0.0966,122.003,10,2023-11-05 22:32:55.023995
81,2UZZtkoLOg7IHxeTAdPFvd,0.0783,0.206,0,0.0337,0.864,0.838,0.179,0.0807,80.341,2,2023-11-05 22:32:55.023995
82,0aPs3kmiqmt9QG7gWXdefA,0.564,0.402,0,0.329,0.44,6.25e-05,0.308,0.628,121.45,2,2023-11-05 22:32:55.023995
83,1JgknGBbrfmEHeOZH051SS,0.551,0.677,1,0.0665,0.0173,0.0,0.381,0.195,106.414,2,2023-11-05 22:32:55.023995
84,3tyd30J3LxiA23EkFQFbBg,0.37,0.702,0,0.0313,0.0111,1.81e-06,0.328,0.48,149.098,9,2023-11-05 22:32:55.023995
85,7Iq55toOSSBCEoGuXxQSa1,0.621,0.594,1,0.438,0.272,0.000931,0.171,0.678,75.346,1,2023-11-05 22:32:55.023995
86,5zDEMy7lLJ1W7vauTrH5mb,0.796,0.607,1,0.0435,0.079,0.0,0.0599,0.834,93.018,8,2023-11-05 22:32:55.023995
87,4jn3R3KF5hx2fCiXlj89yE,0.767,0.607,0,0.0516,0.0927,0.0,0.112,0.38,104.98,5,2023-11-05 22:32:55.023995
88,3fvOt4vIE0JMO8GtMlrKip,0.713,0.808,1,0.0398,0.297,0.0,0.271,0.783,126.038,9,2023-11-05 22:32:55.023995
89,2ItNKt19iqefEe590Z9GeE,0.491,0.771,1,0.041,0.00149,0.000262,0.232,0.242,103.005,9,2023-11-05 22:32:55.023995
90,5QVVjX0ZItqlVpEuVCM9Yg,0.474,0.511,0,0.0339,0.299,0.0,0.0673,0.0586,144.022,1,2023-11-05 22:32:55.023995
91,04sktg3deiYUweHfbFUZTM,0.618,0.793,0,0.0493,0.163,0.0,0.0822,0.688,88.01,11,2023-11-05 22:32:55.023995
92,299qlT1YcZ3DVlKCoqRoV7,0.92,0.662,1,0.244,0.0026,0.00131,0.0856,0.767,120.012,0,2023-11-05 22:32:55.023995
93,5wQyLDy36ihxX69E7JBi4L,0.608,0.387,1,0.0386,0.623,0.000271,0.0978,0.126,144.984,8,2023-11-05 22:32:55.023995
94,2btEcitO3CtSHUKE1ycKtd,0.97,0.663,1,0.159,0.0506,0.0,0.0766,0.763,125.027,11,2023-11-05 22:32:55.023995
95,0OCFIEsSrmKueOiPK6S3xq,0.766,0.876,0,0.0867,0.000979,0.000298,0.102,0.303,145.025,10,2023-11-05 22:32:55.023995
96,7556LMF1GR5QawF5PHLjI7,0.622,0.54,1,0.337,0.173,0.0,0.127,0.533,155.984,1,2023-11-05 22:32:55.023995
97,1uwMSX0OAZO5jzX2GqTjYV,0.966,0.782,0,0.252,0.00831,2e-06,0.263,0.577,130.004,11,2023-11-05 22:32:55.023995
98,2ZWmmrWUgDBcPSLihBMvhg,0.62,0.935,1,0.252,0.228,0.00443,0.0601,0.559,87.532,1,2023-11-05 22:32:55.023995
99,1yeB8MUNeLo9Ek1UEpsyz6,0.645,0.729,1,0.0528,0.0377,0.0,0.384,0.142,146.01,2,2023-11-05 22:32:55.023995
100,5fF9T9SMqBKUvT06cn7kBR,0.724,0.965,1,0.0497,5.75e-05,0.859,0.705,0.753,147.023,0,2023-11-05 22:32:55.023995
101,0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,1,0.0776,0.152,0.0,0.32,0.915,114.481,0,2023-11-05 22:32:55.023995
102,7F7N0yugLFgKXoEACgtzD8,0.706,0.975,0,0.0651,0.0505,0.247,0.109,0.319,154.993,10,2023-11-05 22:32:55.023995
103,6GrLwf1LdBCmkBOsmOcbPp,0.804,0.705,1,0.0354,0.00429,0.0343,0.11,0.209,126.986,9,2023-11-05 22:32:55.023995
104,2kE2HFBFkJ0VMw3igxYohz,0.65,0.689,1,0.0449,0.0878,0.0,0.172,0.294,136.03,0,2023-11-05 22:32:55.023995
105,4dtIxANFBU6CfhI9c2hf2g,0.522,0.223,0,0.0345,0.753,0.0,0.165,0.439,97.045,1,2023-11-05 22:32:55.023995
106,5QOBT97OmYCZo1W5u7tRrB,0.765,0.468,0,0.328,0.818,0.00708,0.109,0.347,127.984,11,2023-11-05 22:32:55.023995
107,5PyDJG7SQRgWXefgexqIge,0.755,0.687,0,0.101,0.183,0.000177,0.125,0.381,123.01,8,2023-11-05 22:32:55.023995
108,0mflMxspEfB0VbI1kyLiAv,0.662,0.488,1,0.0682,0.782,0.0,0.102,0.817,117.913,9,2023-11-05 22:32:55.023995
109,78Du4CMFgnhdlG33gblkiP,0.678,0.264,1,0.0622,0.753,0.0,0.302,0.528,121.722,10,2023-11-05 22:32:55.023995
110,1sUdq3kWa9dJXHu3eYOUll,0.772,0.788,0,0.0619,0.0027,0.000583,0.353,0.574,127.91,9,2023-11-05 22:32:55.023995
111,1iUpSRmgnbTRqU0Pb217qI,0.739,0.452,0,0.0312,0.0909,0.000168,0.102,0.599,126.083,0,2023-11-05 22:32:55.023995
112,19vHgVS1aukRiQWhTqfKnE,0.387,0.94,1,0.146,0.000352,3.18e-06,0.628,0.456,167.91,7,2023-11-05 22:32:55.023995
113,2c7sRekhMGlj7u1WIIzoQu,0.538,0.669,1,0.0518,0.00437,1.03e-05,0.43,0.0389,141.659,1,2023-11-05 22:32:55.023995
114,5IelW2v32KZHJKwsoJsAwN,0.547,0.581,0,0.058,0.227,3.85e-05,0.308,0.309,66.653,10,2023-11-05 22:32:55.023995
115,15BDY6GKFfk02WaoyytP9g,0.578,0.978,1,0.356,0.073,1.4e-06,0.0867,0.594,174.937,0,2023-11-05 22:32:55.023995
116,4nFrcGM7MY1mpoQCC7Kefj,0.775,0.662,1,0.0408,0.117,0.0648,0.0928,0.257,112.014,10,2023-11-05 22:32:55.023995
117,3ijPMKSNCF1sfwKPsnIrIW,0.51,0.196,1,0.0288,0.796,0.0,0.0789,0.32,93.223,11,2023-11-05 22:32:55.023995
118,4KULAymBBJcPRpk1yO4dOG,0.429,0.453,1,0.0459,0.554,2e-06,0.102,0.155,77.639,0,2023-11-05 22:32:55.023995
119,18DaSMSqc40nV8cDhdLemj,0.537,0.813,1,0.0291,0.0227,0.00598,0.0961,0.643,94.728,7,2023-11-05 22:32:55.023995
120,2yTjbIZDwHO41HIwDNPB8K,0.618,0.878,0,0.0362,0.00105,0.812,0.0571,0.229,123.0,7,2023-11-05 22:32:55.023995
121,5uu2OCGGrTRS1sIvlMgKwe,0.697,0.22,1,0.042,0.703,0.0,0.0891,0.194,129.966,0,2023-11-05 22:32:55.023995
122,6Z36wt7oo6xm2uGN00PnTq,0.55,0.704,0,0.0304,0.024,0.81,0.151,0.488,136.013,6,2023-11-05 22:32:55.023995
123,787Y2idwCU2Rk60Prv4wpr,0.747,0.822,0,0.0721,0.00353,0.132,0.165,0.578,129.994,3,2023-11-05 22:32:55.023995
124,6ibDVMcMUNqZ5eXT9sD4Vy,0.731,0.867,0,0.0576,0.0112,0.0291,0.0863,0.23,142.048,9,2023-11-05 22:32:55.023995
125,30vcuzW3d8goJci3OBUNt9,0.717,0.804,1,0.144,0.297,0.000104,0.11,0.832,170.926,7,2023-11-05 22:32:55.023995
126,6KiPf8zHwaBK7VMHZZ1ReL,0.735,0.46,0,0.228,0.459,0.000704,0.108,0.294,119.949,7,2023-11-05 22:32:55.023995
127,6zP4Utvok4QRXlNYBZkpGa,0.778,0.936,0,0.237,0.0445,0.0144,0.137,0.701,157.054,10,2023-11-05 22:32:55.023995
128,7bkUa9kDFGxgCC7d36dzFI,0.56,0.327,0,0.0327,0.764,0.0,0.176,0.147,109.798,1,2023-11-05 22:32:55.023995
129,52es3TizATkjrtuau2ByiP,0.408,0.743,0,0.0411,0.000394,2.84e-06,0.371,0.659,175.244,1,2023-11-05 22:32:55.023995
130,7ouAHW8sb7bwHvTkvD3aT9,0.706,0.813,0,0.0552,0.647,0.897,0.23,0.295,112.944,6,2023-11-05 22:32:55.023995
131,6aj1Dab1QH9zwofkE4nDIY,0.769,0.923,1,0.255,0.0368,0.595,0.898,0.32,100.085,7,2023-11-05 22:32:55.023995
132,2MSEDiJsSYB4fh03mxZGIz,0.815,0.81,0,0.0621,0.193,4.72e-05,0.0826,0.962,147.977,5,2023-11-05 22:32:55.023995
133,0MtfUEHee9p6RsqAwW8gyF,0.752,0.485,1,0.0336,0.346,0.000996,0.142,0.554,95.963,11,2023-11-05 22:32:55.023995
134,7FKZix4pk2qf4SZVMOYich,0.522,0.744,1,0.706,0.0294,1.76e-06,0.17,0.466,71.47,8,2023-11-05 22:32:55.023995
135,1KGTTqjweTXYEyt3HsZ2P6,0.794,0.682,0,0.0459,0.686,0.000813,0.0928,0.736,138.0,6,2023-11-05 22:32:55.023995
136,2kMLXLXuqdoXFRMLTQYkrW,0.545,0.394,0,0.0451,0.786,0.0,0.711,0.324,119.296,5,2023-11-05 22:32:55.023995
137,6g95dK7o7vVh8ZCnDAseU5,0.573,0.759,0,0.0428,0.0477,1.37e-06,0.193,0.745,131.931,1,2023-11-05 22:32:55.023995
138,3HVePjHJWt5uI9HtHgV4aM,0.842,0.557,0,0.0533,0.13,0.017,0.0712,0.451,133.958,4,2023-11-05 22:32:55.023995
139,23V08GxMeaZNSf8Gy6KF6t,0.806,0.447,1,0.0461,0.27,3.7e-06,0.335,0.914,77.033,7,2023-11-05 22:32:55.023995
140,2hPGC3ZuGsJUF1ixwzNMU6,0.656,0.731,1,0.0278,0.575,0.00111,0.397,0.376,94.009,4,2023-11-05 22:32:55.023995
141,6sMH6GKuVOjDLdwfBR08oA,0.769,0.742,0,0.275,0.238,0.0,0.114,0.643,74.988,11,2023-11-05 22:32:55.023995
142,1oryzuL2gSZMmTGgKD3sh1,0.549,0.948,1,0.0925,0.00279,0.0028,0.0642,0.657,164.993,7,2023-11-05 22:32:55.023995
143,3m0y8qLoznUYi73SUBP8GI,0.788,0.846,1,0.0372,0.0103,0.000281,0.26,0.738,115.636,4,2023-11-05 22:32:55.023995
144,3auN910HHNYykQo8i9q5J1,0.657,0.372,0,0.0476,0.835,0.0136,0.0981,0.919,188.011,4,2023-11-05 22:32:55.023995
145,3Me5bYXeDXqjBVgug53Ula,0.719,0.89,0,0.0515,0.0139,0.00016,0.171,0.564,94.971,1,2023-11-05 22:32:55.023995
146,5kwuPm3p11TnirbMvcGrZZ,0.795,0.816,0,0.112,0.00103,0.00196,0.359,0.599,127.973,9,2023-11-05 22:32:55.023995
147,3wn67weLm1Dl0ZYJg217SE,0.883,0.848,1,0.214,0.0142,2.02e-05,0.0841,0.661,158.013,2,2023-11-05 22:32:55.023995
148,3PsQcSCxyOm5l96rQfEjVA,0.77,0.852,1,0.142,0.00735,0.00502,0.109,0.635,174.016,9,2023-11-05 22:32:55.023995
149,3tUufRrj0xTrfzvuRa5QhU,0.493,0.433,1,0.324,0.00526,0.852,0.129,0.226,107.493,0,2023-11-05 22:32:55.023995
150,6QZ7IptsMdWodN4uFuXNkv,0.629,0.858,0,0.0509,0.0429,0.000199,0.161,0.693,149.654,10,2023-11-05 22:32:55.023995
151,7swocJUCUWTCiRUAU9oerC,0.636,0.466,1,0.0317,0.134,0.942,0.156,0.296,136.206,4,2023-11-05 22:32:55.023995
152,0mth0U5dtI4Fwmc3RrAERn,0.759,0.458,1,0.265,0.0407,2.31e-05,0.114,0.127,137.945,1,2023-11-05 22:32:55.023995
153,6rzTkXcywqRZ9fuxtkKrTg,0.547,0.7,1,0.0463,0.0464,0.683,0.696,0.326,87.506,8,2023-11-05 22:32:55.023995
154,4yUdEPDEt9stYgAU5yGOdE,0.541,0.899,1,0.0375,0.00958,0.00043,0.285,0.259,128.143,7,2023-11-05 22:32:55.023995
155,6awpF8KkBWuZr1ElN2xkaW,0.66,0.763,0,0.0351,0.107,0.0,0.229,0.61,108.054,5,2023-11-05 22:32:55.023995
156,4cUoJ2pYRIRdSvZPoWn8MG,0.558,0.719,1,0.0254,0.0602,0.525,0.181,0.102,98.002,1,2023-11-05 22:32:55.023995
157,6WyOuugKx4QEZl4PmIyT9G,0.794,0.831,1,0.0587,0.0264,0.0,0.421,0.506,139.252,1,2023-11-05 22:32:55.023995
158,4KpRtp0XqvXQgq8FRNmSEZ,0.797,0.696,0,0.101,0.356,0.0,0.216,0.684,147.049,1,2023-11-05 22:32:55.023995
159,2QpHD2ERb4aVu3VePDlJYV,0.687,0.621,0,0.263,0.334,0.0,0.325,0.691,142.954,1,2023-11-05 22:32:55.023995
160,2xmQMKTjiOdkdGVgqDzezo,0.759,0.464,0,0.0577,0.712,0.446,0.215,0.143,109.974,7,2023-11-05 22:32:55.023995
161,6KRiMyT78RNeatgjnI7sPM,0.412,0.411,1,0.0303,0.821,2.32e-05,0.125,0.145,98.629,10,2023-11-05 22:32:55.023995
162,3RzYbj6Rr6mSJCar4Ua86F,0.367,0.856,1,0.0783,0.0024,0.0,0.15,0.253,175.017,1,2023-11-05 22:32:55.023995
163,5x39VMQPsF1wDgLyhUSZYP,0.498,0.588,0,0.429,0.0513,0.0,0.149,0.774,79.167,6,2023-11-05 22:32:55.023995
164,5TTQ10ijO4jwCOfeCxmBmm,0.78,0.811,1,0.0896,0.0842,3.7e-05,0.151,0.354,129.994,0,2023-11-05 22:32:55.023995
165,1p0t3TjhW0ncmYWYDrCmOI,0.54,0.304,0,0.0582,0.915,0.0,0.0826,0.424,149.851,5,2023-11-05 22:32:55.023995
166,7p62Jtx8nlvgQXYawhzIcI,0.694,0.544,0,0.0377,0.126,0.0,0.579,0.569,140.096,9,2023-11-05 22:32:55.023995
167,3UDpcxDyX5xB4rH2XSHok7,0.759,0.56,1,0.326,0.0158,0.906,0.0879,0.243,173.786,7,2023-11-05 22:32:55.023995
168,7FTIhb3oMl8SZ1XbUoKbf2,0.716,0.84,0,0.137,0.031,1.25e-05,0.137,0.493,81.991,8,2023-11-05 22:32:55.023995
169,54sEjr0FU2YTPbEliJ1YPh,0.599,0.832,1,0.0484,0.00192,0.000941,0.215,0.4,110.02,8,2023-11-05 22:32:55.023995
170,3kcfLPHuHgwzRgn5b1O17j,0.712,0.687,1,0.123,0.0307,0.0,0.355,0.68,173.008,1,2023-11-05 22:32:55.023995
171,3xfiWjgYDcEGMzYTykkk1u,0.594,0.861,0,0.0537,0.0494,0.0,0.275,0.84,139.991,6,2023-11-05 22:32:55.023995
172,6R0AeHunBo2soYnDepHGUV,0.625,0.657,0,0.145,0.224,0.0,0.091,0.282,132.026,9,2023-11-05 22:32:55.023995
173,4KjXkB31IrgmVimunoVrts,0.546,0.993,0,0.0593,0.00788,0.00119,0.362,0.651,139.887,9,2023-11-05 22:32:55.023995
174,1AMADyXgIWayh5vXLZo2qF,0.428,0.799,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,4,2023-11-05 22:32:55.023995
175,6hAOssLBUD1JtFstrf4OZn,0.405,0.686,0,0.141,0.425,2.36e-06,0.476,0.786,75.545,9,2023-11-05 22:32:55.023995
176,74JfQsOBIs7z4y6jDrbDmh,0.814,0.738,1,0.283,0.0855,0.0,0.269,0.507,152.112,11,2023-11-05 22:32:55.023995
